_id,id,title,description,genre,cost,image,dor,streaming_url,new_release,available,__v
67a63b07f7bb048672a1561e,11,Michael Jackson: Thriller,"A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloodthirsty zombies - only a ""Thriller"" can save them now.","Short, Horror, Music",2.99,https://m.media-amazon.com/images/M/MV5BODhhZjJlYTktZDQ2MS00Yzk4LWFlOTQtYTgyOGE1ZGE5YWEyL2ltYWdlXkEyXkFqcGdeQXVyMzA5MjgyMjI@._V1_SX300.jpg,1983-12-14T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0088263,false,true,0
67a63b07f7bb048672a15621,12,Psycho,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,"Horror, Mystery, Thriller",3.99,https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_SX300.jpg,1960-09-08T04:00:00.000Z,https://www.disneyplus.com/tt0054215,false,true,0
67a63b08f7bb048672a15624,13,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","Drama, Mystery, Thriller",0.99,https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_SX300.jpg,1974-06-20T04:00:00.000Z,https://netflix.com/tt0071315,false,true,0
67a63b08f7bb048672a15627,14,The Tenant,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,"Drama, Thriller",1.99,https://m.media-amazon.com/images/M/MV5BMGJhMzIzZWItOWRhOC00NzY0LTg4N2UtNDkxNTQ4NGNmZWNkXkEyXkFqcGc@._V1_SX300.jpg,1976-05-26T04:00:00.000Z,https://hulu.com/tt0074811,false,true,0
67a63b08f7bb048672a1562a,15,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Crime, Drama, Mystery",2.99,https://m.media-amazon.com/images/M/MV5BNzkwZGUyYjQtM2QyOC00MTBjLWE0NGYtMTZmOGM5MjI0Mzg0XkEyXkFqcGc@._V1_SX300.jpg,1986-10-23T04:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0090756,false,true,0
67a63b08f7bb048672a1562d,16,Manhunter,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.","Crime, Mystery, Thriller",3.99,https://m.media-amazon.com/images/M/MV5BMTVlMDQ5MmYtYmFhMi00OTE1LThmNTEtZTgyMzg5Njk2OWM2XkEyXkFqcGc@._V1_SX300.jpg,1986-08-15T04:00:00.000Z,https://www.disneyplus.com/tt0091474,false,true,0
67a63b08f7bb048672a15630,17,The Silence of the Lambs,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","Crime, Drama, Thriller",0.99,https://m.media-amazon.com/images/M/MV5BNDdhOGJhYzctYzYwZC00YmI2LWI0MjctYjg4ODdlMDExYjBlXkEyXkFqcGc@._V1_SX300.jpg,1991-02-14T05:00:00.000Z,https://netflix.com/tt0102926,false,true,0
67a63b09f7bb048672a15633,18,Basic Instinct,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,"Drama, Mystery, Thriller",1.99,https://m.media-amazon.com/images/M/MV5BZWYwYmQzYTctMjg5Ni00NWZkLWI5NzItZGFjMDM2NDkyNGZlXkEyXkFqcGc@._V1_SX300.jpg,1992-03-20T05:00:00.000Z,https://hulu.com/tt0103772,false,true,0
67a63b09f7bb048672a15636,19,Falling Down,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,"Crime, Drama, Thriller",2.99,https://m.media-amazon.com/images/M/MV5BZmE2MGQ4OWEtMmUzYS00ZDBhLTg4ZDAtZGRhYWNkOTAzYWQyXkEyXkFqcGc@._V1_SX300.jpg,1993-02-26T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0106856,false,true,0
67a63b09f7bb048672a15639,20,Pulp Fiction,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Crime, Drama",3.99,https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_SX300.jpg,1994-10-14T04:00:00.000Z,https://www.disneyplus.com/tt0110912,false,true,0
67a63b09f7bb048672a1563c,21,Primal Fear,"The murder of a high and mighty archbishop leads to the involvement of Martin Vail, Chicago's best attorney. As he studies the suspects, he becomes convinced of certain aspects, but there's more to the story than meets the eye.","Crime, Drama, Mystery",0.99,https://m.media-amazon.com/images/M/MV5BZTJlYjM5MTYtZWU3YS00ZDRhLTk1MWEtZGQyODc1ZDU2MWEwXkEyXkFqcGc@._V1_SX300.jpg,1996-04-03T05:00:00.000Z,https://netflix.com/tt0117381,false,true,0
67a63b09f7bb048672a1563f,22,The Jerk,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",Comedy,1.99,https://m.media-amazon.com/images/M/MV5BNTNiNjEwZjktNTZjMi00NWMyLThkZWYtODVkMDVhNGVkZDcxXkEyXkFqcGc@._V1_SX300.jpg,1979-12-14T05:00:00.000Z,https://hulu.com/tt0079367,false,true,0
67a63b09f7bb048672a15642,23,Coming to America,"An extremely pampered African prince travels to Queens, New York and goes undercover to find a wife that he can respect for her intelligence and strong will.","Comedy, Romance",2.99,https://m.media-amazon.com/images/M/MV5BMDY1N2RiYWMtMTNmMy00MWQzLTlkYzAtYzRlZmM5OGZhMjUwXkEyXkFqcGc@._V1_SX300.jpg,1988-06-29T04:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0094898,false,true,0
67a63b0af7bb048672a15645,24,Airplane!,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",Comedy,3.99,https://m.media-amazon.com/images/M/MV5BNGMxMDRhMjItMDNlZi00MDIzLWE5MDQtODljMDQ3MWM1Y2E4XkEyXkFqcGc@._V1_SX300.jpg,1980-07-02T04:00:00.000Z,https://www.disneyplus.com/tt0080339,false,true,0
67a63b0af7bb048672a15648,25,Bridesmaids,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Comedy,0.99,https://m.media-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,2011-05-13T04:00:00.000Z,https://netflix.com/tt1478338,false,true,0
67a63b0af7bb048672a1564b,26,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","Comedy, Romance",1.99,https://m.media-amazon.com/images/M/MV5BMTgwYjQ1NDktOTcwNi00MWZhLTliYWQtZDg5NjZhY2U5ZTNlXkEyXkFqcGc@._V1_SX300.jpg,1995-07-19T04:00:00.000Z,https://hulu.com/tt0112697,false,true,0
67a63b0af7bb048672a1564e,27,The Birdcage,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents.",Comedy,2.99,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,1996-03-08T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0115685,false,true,0
67a63b0af7bb048672a15651,28,The Addams Family,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,"Comedy, Fantasy",3.99,https://m.media-amazon.com/images/M/MV5BZWY0MzVlNGEtYzM1MC00OTI4LWE3ZTQtNWJjYzk2Y2MyNjVkXkEyXkFqcGc@._V1_SX300.jpg,1991-11-22T05:00:00.000Z,https://www.disneyplus.com/tt0101272,false,true,0
67a63b0af7bb048672a15654,29,My Cousin Vinny,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.","Comedy, Crime",0.99,https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_SX300.jpg,1992-03-13T05:00:00.000Z,https://netflix.com/tt0104952,false,true,0
67a63b0bf7bb048672a15657,30,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family...","Comedy, Drama, Romance",1.99,https://m.media-amazon.com/images/M/MV5BYWQ4MWVkMTMtOTE4YS00Y2VmLWE5Y2YtMWJkOTMwZjIyZjY4XkEyXkFqcGc@._V1_SX300.jpg,2017-07-14T04:00:00.000Z,https://hulu.com/tt5462602,false,true,0
67a63b0bf7bb048672a1565a,31,Titanic,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","Drama, Romance",2.99,https://m.media-amazon.com/images/M/MV5BYzYyN2FiZmUtYWYzMy00MzViLWJkZTMtOGY1ZjgzNWMwN2YxXkEyXkFqcGc@._V1_SX300.jpg,1997-12-19T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0120338,false,true,0
67a63b0bf7bb048672a1565d,32,Pretty Woman,"Edward, a rich entrepreneur, hires Vivian, a prostitute, to accompany him to a few social events. Trouble ensues when he falls in love with her and they try to bridge the gap between their worlds.","Comedy, Romance",3.99,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,1990-03-23T05:00:00.000Z,https://www.disneyplus.com/tt0100405,false,true,0
67a63b0bf7bb048672a15660,33,Armageddon,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.","Action, Adventure, Sci-Fi",0.99,https://m.media-amazon.com/images/M/MV5BYzQ3MzJmZjUtNTc0OC00ZWRiLWJkMTYtMTZkMDVhMDQ4OGU4XkEyXkFqcGc@._V1_SX300.jpg,1998-07-01T04:00:00.000Z,https://netflix.com/tt0120591,false,true,0
67a63b0bf7bb048672a15663,34,Avatar,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Action, Adventure, Fantasy",1.99,https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_SX300.jpg,2009-12-18T05:00:00.000Z,https://hulu.com/tt0499549,false,true,0
67a63b0cf7bb048672a15666,35,Notting Hill,"A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond.","Comedy, Drama, Romance",2.99,https://m.media-amazon.com/images/M/MV5BZjY3YWI5OTMtYTdlNy00ZTZiLWEwYjItN2M1MGVkMDM4ZDExXkEyXkFqcGc@._V1_SX300.jpg,1999-05-28T04:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0125439,false,true,0
67a63b0cf7bb048672a15669,36,City of Angels,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.","Drama, Fantasy, Romance",3.99,https://m.media-amazon.com/images/M/MV5BODYwMzM3ODEtZWZjOS00NWZhLWE2MWUtMDFlMWNiNGEwOWNlXkEyXkFqcGc@._V1_SX300.jpg,1998-04-10T04:00:00.000Z,https://www.disneyplus.com/tt0120632,false,true,0
67a63b0cf7bb048672a1566c,37,Sleepless in Seattle,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,"Comedy, Drama, Romance",0.99,https://m.media-amazon.com/images/M/MV5BMzYwNzNlYWEtY2NiMC00Y2ZkLWFmYzUtYWU4ZTQ5YTAyNTZmXkEyXkFqcGc@._V1_SX300.jpg,1993-06-25T04:00:00.000Z,https://netflix.com/tt0108160,false,true,0
67a63b0cf7bb048672a1566f,38,While You Were Sleeping,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,"Comedy, Drama, Romance",1.99,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@._V1_SX300.jpg,1995-04-21T04:00:00.000Z,https://hulu.com/tt0114924,false,true,0
67a63b0cf7bb048672a15672,39,Speed,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,"Action, Adventure, Thriller",2.99,https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,1994-06-10T04:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0111257,false,true,0
67a63b0cf7bb048672a15675,40,Runaway Bride,"For his latest column in USA Today, Ike Graham writes about Maggie, who always leaves all her fiances standing at the altar. He is fired as she complains to the newspaper for inaccuracies in her story.","Comedy, Romance",3.99,https://m.media-amazon.com/images/M/MV5BYTc4OGE2MmMtZWVhNy00MmEzLWFkMmQtYjdkOTk5NGU4MzI0XkEyXkFqcGc@._V1_SX300.jpg,1999-07-30T04:00:00.000Z,https://www.disneyplus.com/tt0163187,false,true,0
67a63b0df7bb048672a15678,41,Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Animation, Adventure, Comedy",0.99,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg,2015-06-19T04:00:00.000Z,https://netflix.com/tt2096673,false,true,0
67a63b0df7bb048672a1567b,42,The Lion King,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Animation, Adventure, Drama",1.99,https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_SX300.jpg,1994-06-24T04:00:00.000Z,https://hulu.com/tt0110357,false,true,0
67a63b0df7bb048672a1567e,43,Frozen,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.","Animation, Adventure, Comedy",2.99,https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg,2013-11-27T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt2294629,false,true,0
67a63b0df7bb048672a15681,44,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Animation, Action, Adventure",3.99,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg,2004-11-05T05:00:00.000Z,https://www.disneyplus.com/tt0317705,false,true,0
67a63b0df7bb048672a15684,45,Minions,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Animation, Adventure, Comedy",0.99,https://m.media-amazon.com/images/M/MV5BODI4NzMyNjE0MF5BMl5BanBnXkFtZTgwMTcwNzI0MzE@._V1_SX300.jpg,2015-07-10T04:00:00.000Z,https://netflix.com/tt2293640,false,true,0
67a63b0ef7bb048672a15687,46,Toy Story,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"Animation, Adventure, Comedy",1.99,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_SX300.jpg,1995-11-22T05:00:00.000Z,https://hulu.com/tt0114709,false,true,0
67a63b0ef7bb048672a1568a,47,Moana,"In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.","Animation, Adventure, Comedy",2.99,https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,2016-11-23T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt3521164,false,true,0
67a63b0ef7bb048672a1568d,48,Cinderella,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.","Adventure, Drama, Family",3.99,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg,2015-03-13T04:00:00.000Z,https://www.disneyplus.com/tt1661199,false,true,0
67a63b0ef7bb048672a15690,49,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Animation, Adventure, Comedy",0.99,https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_SX300.jpg,2003-05-30T04:00:00.000Z,https://netflix.com/tt0266543,false,true,0
67a63b0ef7bb048672a15693,50,Shrek,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Animation, Adventure, Comedy",1.99,https://m.media-amazon.com/images/M/MV5BN2FkMTRkNTUtYTI0NC00ZjI4LWI5MzUtMDFmOGY0NmU2OGY1XkEyXkFqcGc@._V1_SX300.jpg,2001-05-18T04:00:00.000Z,https://hulu.com/tt0126029,false,true,0
67a63b0ef7bb048672a15696,51,Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Action, Adventure, Drama",2.99,https://m.media-amazon.com/images/M/MV5BYWQ4YmNjYjEtOWE1Zi00Y2U4LWI4NTAtMTU0MjkxNWQ1ZmJiXkEyXkFqcGc@._V1_SX300.jpg,2000-05-05T04:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0172495,false,true,0
67a63b0ff7bb048672a15699,52,Star Trek,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,"Action, Adventure, Sci-Fi",3.99,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,2009-05-08T04:00:00.000Z,https://www.disneyplus.com/tt0796366,false,true,0
67a63b0ff7bb048672a1569c,53,Back in Action,"Former U.S. Green Beret's sister dates a mobster, endangering her life. Her brother fights to save her from her boyfriend and his friends, with or without help from tough cop Rossi.","Action, Crime, Drama",0.99,https://m.media-amazon.com/images/M/MV5BNTEwOGNkMWQtYjVlNi00NTlkLTk2M2YtYTk0ZmU3MDJmMGM1XkEyXkFqcGc@._V1_SX300.jpg,1994-07-13T04:00:00.000Z,https://netflix.com/tt0109195,false,true,0
67a63b0ff7bb048672a1569f,54,Flight Risk,"A pilot transports an Air Marshal accompanying a fugitive to trial. As they cross the Alaskan wilderness, tensions soar and trust is tested, as not everyone on board is who they seem.","Action, Crime, Drama",1.99,https://m.media-amazon.com/images/M/MV5BY2Q3YjMyZjItNjdjNS00NzFjLTljMWYtMmZjMGQ5YTVjYWY5XkEyXkFqcGc@._V1_SX300.jpg,2025-01-24T05:00:00.000Z,https://hulu.com/tt10078772,false,true,0
67a63b0ff7bb048672a156a2,55,Superman,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.","Action, Adventure, Sci-Fi",2.99,https://m.media-amazon.com/images/M/MV5BMzFlZDJjMDAtZDYxZS00NzZhLTk2ODMtZWRlODA3Njk3ZTdmXkEyXkFqcGc@._V1_SX300.jpg,1978-12-15T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt0078346,false,true,0
67a63b0ff7bb048672a156a5,56,The Odyssey,Follows Odysseus on his wanderings back to Ithaca following the Trojan War.,"Adventure, Drama, Fantasy",3.99,https://m.media-amazon.com/images/M/MV5BN2M2MTkwNTEtZTU1Mi00YmVmLTg4YjgtOTM5MTk4Y2Q5OTgwXkEyXkFqcGc@._V1_SX300.jpg,1997-05-18T04:00:00.000Z,https://www.disneyplus.com/tt0118414,false,true,0
67a63b0ff7bb048672a156a8,57,Den of Thieves,An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,"Action, Crime, Drama",0.99,https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@._V1_SX300.jpg,2018-01-19T05:00:00.000Z,https://netflix.com/tt1259528,false,true,0
67a63b10f7bb048672a156ab,58,Carry-On,A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.,"Action, Crime, Drama",1.99,https://m.media-amazon.com/images/M/MV5BNTNkMjQzNmQtNzE4ZC00NDlmLTkyYjAtZDZkYTQ5NjBmYThlXkEyXkFqcGc@._V1_SX300.jpg,2024-12-13T05:00:00.000Z,https://hulu.com/tt21382296,false,true,0
67a63b10f7bb048672a156ae,59,Sky Force,"Sky Force is the most elite emergency fighting team in the sky. After hot-shot team member Ace breaks ranks on a dangerous mission and it results in tragedy, he leaves Sky Force for a dreary job in cargo hauling. But Ace can't for...",Animation,2.99,https://m.media-amazon.com/images/M/MV5BMTQ1Mjg1MDQxOF5BMl5BanBnXkFtZTgwMjY0NjAxMzE@._V1_SX300.jpg,2014-11-09T05:00:00.000Z,https://www.amazon.com/gp/video/storefront/tt2104985,false,true,0
67a63b10f7bb048672a156b1,60,Inception,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","Action, Adventure, Sci-Fi",3.99,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,2010-07-16T04:00:00.000Z,https://www.disneyplus.com/tt1375666,false,true,0
67a63b10f7bb048672a156b4,61,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.","Action, Adventure, Fantasy",0.99,https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_SX300.jpg,2003-07-09T04:00:00.000Z,https://netflix.com/tt0325980,false,true,0
